model,fold,candidate,params,inner_weighted_log_loss,inner_fold_log_losses,selected
spline_logistic__symptoms,5,5,"{""C"": 10.0}",0.6904329077314226,"[0.691375280179481, 0.6874556291352577, 0.6921164676479371]",False
spline_logistic__symptoms_diet,1,0,"{""C"": 0.0001}",0.6803730089883117,"[0.6803256579185974, 0.6796069775590562, 0.6811872915637305]",False
spline_logistic__symptoms_diet,1,1,"{""C"": 0.001}",0.6627674870989543,"[0.6623113147004347, 0.6637994752395099, 0.6622266946749589]",False
spline_logistic__symptoms_diet,1,2,"{""C"": 0.01}",0.6575072033868393,"[0.656414715792963, 0.6573946102161102, 0.6587880661625022]",True
spline_logistic__symptoms_diet,1,3,"{""C"": 0.1}",0.6762749656517286,"[0.6691974582831939, 0.6746046132277447, 0.6855108194476099]",False
spline_logistic__symptoms_diet,1,4,"{""C"": 1.0}",0.6958500364451615,"[0.6807313178900893, 0.696976929120395, 0.7108990060988671]",False
spline_logistic__symptoms_diet,1,5,"{""C"": 10.0}",0.7024812381856603,"[0.6852989928372486, 0.7054920796162693, 0.7178594936432827]",False
spline_logistic__symptoms_diet,2,0,"{""C"": 0.0001}",0.6835709574692573,"[0.6849834847463808, 0.6782885118948683, 0.6867207661605339]",False
spline_logistic__symptoms_diet,2,1,"{""C"": 0.001}",0.6694886240307191,"[0.681472608484086, 0.6580266184128194, 0.6681398305700247]",False
spline_logistic__symptoms_diet,2,2,"{""C"": 0.01}",0.6671954266020164,"[0.6932113202678525, 0.64698884350973, 0.660331794162948]",True
spline_logistic__symptoms_diet,2,3,"{""C"": 0.1}",0.6914346907409624,"[0.7159517841051272, 0.6639165337936832, 0.6920998080709935]",False
spline_logistic__symptoms_diet,2,4,"{""C"": 1.0}",0.7162709497385626,"[0.7334453657616815, 0.679399473959734, 0.7315450301681892]",False
spline_logistic__symptoms_diet,2,5,"{""C"": 10.0}",0.7251504244118928,"[0.739072155183486, 0.6854073985582041, 0.7458256467776053]",False
spline_logistic__symptoms_diet,3,0,"{""C"": 0.0001}",0.6811357806681618,"[0.6787991918526848, 0.6870926403414384, 0.6773255142776171]",False
spline_logistic__symptoms_diet,3,1,"{""C"": 0.001}",0.664641485072268,"[0.6610922093645597, 0.6725687727637006, 0.6600864606341046]",True
spline_logistic__symptoms_diet,3,2,"{""C"": 0.01}",0.664719488500661,"[0.6559288265037452, 0.6769266995761947, 0.6616037017849012]",False
spline_logistic__symptoms_diet,3,3,"{""C"": 0.1}",0.6893842183831536,"[0.6736938288157605, 0.7015736366705196, 0.6943774208842545]",False
spline_logistic__symptoms_diet,3,4,"{""C"": 1.0}",0.7123042874427418,"[0.6917200221516592, 0.726259048539192, 0.7210941536700829]",False
spline_logistic__symptoms_diet,3,5,"{""C"": 10.0}",0.7204104420902704,"[0.6994219457341979, 0.7348137515061558, 0.7291810473312361]",False
spline_logistic__symptoms_diet,4,0,"{""C"": 0.0001}",0.6829493798774013,"[0.6807152102133298, 0.681168339984609, 0.6868413050178184]",False
spline_logistic__symptoms_diet,4,1,"{""C"": 0.001}",0.6656376114797417,"[0.6637462468592783, 0.664008734964726, 0.6690482068568739]",True
spline_logistic__symptoms_diet,4,2,"{""C"": 0.01}",0.6673299864000682,"[0.6669586928645036, 0.6707756852178797, 0.664398142981262]",False
spline_logistic__symptoms_diet,4,3,"{""C"": 0.1}",0.6981473970808916,"[0.7005148374145755, 0.7017633884564211, 0.692369935310453]",False
spline_logistic__symptoms_diet,4,4,"{""C"": 1.0}",0.7234578636557792,"[0.7237188044761359, 0.7218008510827905, 0.724787062646257]",False
spline_logistic__symptoms_diet,4,5,"{""C"": 10.0}",0.7324979700476226,"[0.7332741485213282, 0.72812058449226, 0.7359242924142695]",False
spline_logistic__symptoms_diet,5,0,"{""C"": 0.0001}",0.6813928900417848,"[0.6842317042990087, 0.6821096792151985, 0.6777901412252683]",False
spline_logistic__symptoms_diet,5,1,"{""C"": 0.001}",0.663144252999215,"[0.6659292815776047, 0.6645096609373701, 0.6590167034138078]",False
spline_logistic__symptoms_diet,5,2,"{""C"": 0.01}",0.6599433275002137,"[0.6578712446465347, 0.6619179618348207, 0.660335981678972]",True
spline_logistic__symptoms_diet,5,3,"{""C"": 0.1}",0.6831169838454554,"[0.6785855345191203, 0.6876028993021943, 0.6838256009883359]",False
spline_logistic__symptoms_diet,5,4,"{""C"": 1.0}",0.7090380052294978,"[0.7028993584743576, 0.71781748093946, 0.7075776040110009]",False
spline_logistic__symptoms_diet,5,5,"{""C"": 10.0}",0.7186973360661618,"[0.7123002953181466, 0.730036136189036, 0.7152143221896162]",False
spline_logistic__symptoms_diet_labels,1,0,"{""C"": 0.0001}",0.6803924013227141,"[0.6807383440718574, 0.6795011277864308, 0.6809108314474541]",False
spline_logistic__symptoms_diet_labels,1,1,"{""C"": 0.001}",0.663941178813898,"[0.6656631357860476, 0.6646235937000126, 0.66141894275141]",False
spline_logistic__symptoms_diet_labels,1,2,"{""C"": 0.01}",0.660986574236156,"[0.6636114241762725, 0.6619050424400542, 0.6572632093712449]",True
