model,fold,block,n_features,repeat,brier_increase,auc_drop,n_test,test_weight_sum
random_forest__context_diet_labels,5,labels,6,5,-0.0016964685240817012,-0.016395246196951985,1005,2807410.1710247993
random_forest__symptoms_diet_labels,1,context,17,1,0.016787548667570623,0.10783671105133052,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,context,17,2,0.01902457740177607,0.12879913177274682,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,context,17,3,0.012041990454814716,0.08242831825337005,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,context,17,4,0.013653695619581602,0.09838539820937542,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,context,17,5,0.017958221548314585,0.1103577002854571,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,diet,15,1,-0.0024138417005784008,-0.010990382282462408,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,diet,15,2,0.0008983800824397814,0.0002633145773284218,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,diet,15,3,0.00021271721644922081,-0.0012016747644956194,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,diet,15,4,0.0011154322250727933,0.009305996753849799,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,diet,15,5,0.0022783969179341057,0.009813995417104149,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,labels,6,1,-0.002954491673114762,-0.025150516914470566,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,labels,6,2,-0.0021291956635905163,-0.019033551060123832,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,labels,6,3,-0.002178603979733046,-0.01810765098570366,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,labels,6,4,-0.0025965412580819525,-0.01914384628848753,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,labels,6,5,-0.004564939471259771,-0.032046027057131776,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,symptoms,6,1,0.007676160774139962,0.03871683725376607,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,symptoms,6,2,0.004750909897542732,0.017083251129330512,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,symptoms,6,3,0.01057923560113469,0.0574061128806751,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,symptoms,6,4,0.0035855701804148876,0.017368585923069002,1006,2861322.5562906265
random_forest__symptoms_diet_labels,1,symptoms,6,5,0.0035913953815860933,0.014173322662071275,1006,2861322.5562906265
random_forest__symptoms_diet_labels,2,context,17,1,0.017489688246301455,0.10133969424774092,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,context,17,2,0.017072836731198887,0.09965875820000636,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,context,17,3,0.014652568946977446,0.08783781126115575,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,context,17,4,0.016856644377825775,0.09440811908435542,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,context,17,5,0.01501210829861882,0.08410919769773106,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,diet,15,1,0.0010639803187947605,-0.0004038456155727177,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,diet,15,2,0.002979674158980067,0.011818886217652258,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,diet,15,3,-0.002529749648858187,-0.01826156400150103,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,diet,15,4,-0.0011652840899037953,-0.014464478251896007,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,diet,15,5,0.00044076029814088535,-0.008487769843574688,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,labels,6,1,0.0021513995836868194,0.009673496767107048,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,labels,6,2,0.0005468394725123005,-0.0008962978261017884,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,labels,6,3,-0.0007877253385350225,-0.008566339465172934,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,labels,6,4,-0.0004388535172364094,-0.0012851026283762224,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,labels,6,5,0.002395604681575514,0.006874936137027943,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,symptoms,6,1,0.004658154635896222,0.02145161288343811,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,symptoms,6,2,0.00607435811763507,0.02790384612089758,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,symptoms,6,3,0.012674434170392795,0.07614638614148106,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,symptoms,6,4,0.0039730374363012855,0.024608746931234604,1007,2574325.41285038
random_forest__symptoms_diet_labels,2,symptoms,6,5,0.0021238595843603436,0.013549544740094399,1007,2574325.41285038
random_forest__symptoms_diet_labels,3,context,17,1,0.011934845813232564,0.05783547198019501,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,context,17,2,0.005411927724108034,0.024246554243145146,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,context,17,3,0.01922138993249936,0.10703145189801533,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,context,17,4,0.012154915044186226,0.03908566643958933,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,context,17,5,0.01598605199745992,0.08801047223126857,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,diet,15,1,-0.004067029038785308,-0.019752476296266197,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,diet,15,2,0.0042858429443936585,0.009665120618312373,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,diet,15,3,0.003888101438443481,0.02797524121123096,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,diet,15,4,-0.003130679719867746,-0.023308627513300983,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,diet,15,5,0.003922145209212025,0.020037444854120956,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,labels,6,1,0.0008299062299137183,0.0017731349157268372,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,labels,6,2,1.0227157872716441e-05,-0.0024927023739533816,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,labels,6,3,0.0007275370384731972,0.00037800769629303677,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,labels,6,4,0.0008194189177289646,0.002615985791293185,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,labels,6,5,0.0007444770201831263,0.0008092017725361833,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,symptoms,6,1,0.011350278948943526,0.06233624544351246,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,symptoms,6,2,0.007211323397405184,0.04216507778368328,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,symptoms,6,3,0.0055768900621328,0.035898694546765975,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,symptoms,6,4,0.011171209783950559,0.05509514525104231,1011,2776332.157348156
random_forest__symptoms_diet_labels,3,symptoms,6,5,0.009896376208726881,0.054122644625544725,1011,2776332.157348156
random_forest__symptoms_diet_labels,4,context,17,1,0.013613700483618735,0.11233277487356397,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,context,17,2,0.00625929161407468,0.052844618632659546,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,context,17,3,0.009594640617595906,0.07142216982882421,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,context,17,4,0.014304165121144713,0.12068625017057122,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,context,17,5,0.01628094411339895,0.14086322649872207,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,diet,15,1,0.0008166256263574534,0.0070135748705631995,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,diet,15,2,-7.231626241221978e-06,-4.719463350200126e-05,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,diet,15,3,-0.0005469614017735713,-0.003998914371924012,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,diet,15,4,0.000780160022267079,0.007188648007243947,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,diet,15,5,0.0018637601329337394,0.012233285629263957,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,labels,6,1,0.0004638273842674512,0.0025260327956946327,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,labels,6,2,0.0008624195011489866,0.0017735081184235835,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,labels,6,3,0.00018117957559038445,0.0013845398374776607,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,labels,6,4,0.0013477667744641042,0.005253823313727368,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,labels,6,5,-0.0007911878386038795,-0.005098401644964445,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,symptoms,6,1,0.00817780279196434,0.06080280046064912,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,symptoms,6,2,0.010074533380920209,0.07308364033007331,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,symptoms,6,3,0.008238223214358714,0.054190981551069606,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,symptoms,6,4,0.006064082555924971,0.03633605169043064,1007,2777806.4952178
random_forest__symptoms_diet_labels,4,symptoms,6,5,0.005727156081565793,0.04612142547553899,1007,2777806.4952178
random_forest__symptoms_diet_labels,5,context,17,1,0.0008927508895686942,0.003123083708115204,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,context,17,2,0.008062076770432913,0.056658363765715425,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,context,17,3,0.004863526196957707,0.03168024606268938,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,context,17,4,0.01171239152789838,0.07223751277806156,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,context,17,5,0.007118093506949141,0.0519888116791265,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,diet,15,1,-0.000554174882115871,-0.0035577556753574324,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,diet,15,2,0.0033466119256128912,0.020106216840754643,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,diet,15,3,0.0005658802313610045,0.00695083747424452,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,diet,15,4,-0.00023332623676072806,0.0025365360911705492,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,diet,15,5,5.9038782304593473e-05,-0.0039032484964635072,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,labels,6,1,-0.0006871049673438101,-0.0016592236297191532,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,labels,6,2,-0.0011484153554887355,-0.008903437749401832,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,labels,6,3,-0.00029015679850996623,-0.0003896738923332421,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,labels,6,4,-0.00015477235530203526,-0.0014322211509409932,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,labels,6,5,-0.0003897775681306892,-0.0038983841592439283,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,symptoms,6,1,0.00866298865689702,0.0736334282089327,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,symptoms,6,2,0.008061595274602318,0.06951124466123382,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,symptoms,6,3,0.009356880935101397,0.07439101667670933,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,symptoms,6,4,0.01073526243292991,0.0796354191592461,1005,2807410.1710247993
random_forest__symptoms_diet_labels,5,symptoms,6,5,0.005623987444484113,0.042504054380980594,1005,2807410.1710247993
