model,fpr,tpr
spline_logistic__context_diet_labels,0.0,0.0
spline_logistic__context_diet_labels,0.0,0.0008477857670441828
spline_logistic__context_diet_labels,0.0,0.001019389043597657
spline_logistic__context_diet_labels,0.0,0.0017487814231018357
spline_logistic__context_diet_labels,0.0,0.0019122599747289188
spline_logistic__context_diet_labels,0.0,0.0021015834290612186
spline_logistic__context_diet_labels,0.0,0.0030255378951805443
spline_logistic__context_diet_labels,0.0,0.004636066747875594
spline_logistic__context_diet_labels,0.0,0.00547645725977451
spline_logistic__context_diet_labels,3.6104021590016516e-05,0.00547645725977451
spline_logistic__context_diet_labels,3.6104021590016516e-05,0.005483723421304858
spline_logistic__context_diet_labels,0.00024106736194704376,0.005483723421304858
spline_logistic__context_diet_labels,0.00024106736194704376,0.005653131115101278
spline_logistic__context_diet_labels,0.00024106736194704376,0.005733875302417306
spline_logistic__context_diet_labels,0.00024106736194704376,0.006602646300155731
spline_logistic__context_diet_labels,0.00024106736194704376,0.006761879518692262
spline_logistic__context_diet_labels,0.00029593555742731643,0.006761879518692262
spline_logistic__context_diet_labels,0.00029593555742731643,0.006815222597594901
spline_logistic__context_diet_labels,0.00029593555742731643,0.009179070127713082
spline_logistic__context_diet_labels,0.00029593555742731643,0.009237372423910263
spline_logistic__context_diet_labels,0.0018524933895626592,0.009237372423910263
spline_logistic__context_diet_labels,0.0023195801443488444,0.009237372423910263
spline_logistic__context_diet_labels,0.0024029432699797285,0.009237372423910263
spline_logistic__context_diet_labels,0.0024029432699797285,0.009430745326941848
spline_logistic__context_diet_labels,0.0024029432699797285,0.009617933565303126
spline_logistic__context_diet_labels,0.0024029432699797285,0.012475390718676278
spline_logistic__context_diet_labels,0.0024029432699797285,0.012825902462533666
spline_logistic__context_diet_labels,0.0024029432699797285,0.012871773783372419
spline_logistic__context_diet_labels,0.0024029432699797285,0.013072456281598057
spline_logistic__context_diet_labels,0.0024029432699797285,0.013260785368012774
spline_logistic__context_diet_labels,0.0035895075823771452,0.013260785368012774
spline_logistic__context_diet_labels,0.0035895075823771452,0.013908356528001499
spline_logistic__context_diet_labels,0.003759831727952881,0.013908356528001499
spline_logistic__context_diet_labels,0.003960766851270201,0.013908356528001499
spline_logistic__context_diet_labels,0.003960766851270201,0.014014722303015719
spline_logistic__context_diet_labels,0.003960766851270201,0.014023942496664823
spline_logistic__context_diet_labels,0.003960766851270201,0.014058107664590543
spline_logistic__context_diet_labels,0.003960766851270201,0.01452054733184429
spline_logistic__context_diet_labels,0.003960766851270201,0.01523951497625002
spline_logistic__context_diet_labels,0.003960766851270201,0.015463337627787545
spline_logistic__context_diet_labels,0.003960766851270201,0.015471618993330414
spline_logistic__context_diet_labels,0.003960766851270201,0.015533574569048927
spline_logistic__context_diet_labels,0.003960766851270201,0.015722898023381227
spline_logistic__context_diet_labels,0.003960766851270201,0.016315577444607397
spline_logistic__context_diet_labels,0.003960766851270201,0.01922458912867786
spline_logistic__context_diet_labels,0.003960766851270201,0.019268201330231473
spline_logistic__context_diet_labels,0.003960766851270201,0.020148892112591122
spline_logistic__context_diet_labels,0.005382385244352293,0.020148892112591122
spline_logistic__context_diet_labels,0.005382385244352293,0.020696246181817864
spline_logistic__context_diet_labels,0.005382385244352293,0.020724820060380404
spline_logistic__context_diet_labels,0.005382385244352293,0.02077487756198423
spline_logistic__context_diet_labels,0.005382385244352293,0.021684179739617095
spline_logistic__context_diet_labels,0.005382385244352293,0.02175020190412154
spline_logistic__context_diet_labels,0.005382385244352293,0.02186053107925645
spline_logistic__context_diet_labels,0.005956020787624726,0.02186053107925645
spline_logistic__context_diet_labels,0.005956020787624726,0.022014521584922665
spline_logistic__context_diet_labels,0.005990055374392849,0.022014521584922665
spline_logistic__context_diet_labels,0.005990055374392849,0.022022650933907623
spline_logistic__context_diet_labels,0.005990055374392849,0.02222244407457175
spline_logistic__context_diet_labels,0.005990055374392849,0.02228074637076893
spline_logistic__context_diet_labels,0.005990055374392849,0.022376151177770833
spline_logistic__context_diet_labels,0.0067218947778192204,0.022376151177770833
spline_logistic__context_diet_labels,0.0067218947778192204,0.022384095306340255
spline_logistic__context_diet_labels,0.0067218947778192204,0.022558270551266277
spline_logistic__context_diet_labels,0.006920595257827222,0.022558270551266277
spline_logistic__context_diet_labels,0.006920595257827222,0.02285665389133166
spline_logistic__context_diet_labels,0.006920595257827222,0.023998972640309073
spline_logistic__context_diet_labels,0.006920595257827222,0.02402280502601734
spline_logistic__context_diet_labels,0.006920595257827222,0.024044677055809524
spline_logistic__context_diet_labels,0.006920595257827222,0.024064127760940617
spline_logistic__context_diet_labels,0.007681204006741639,0.024064127760940617
spline_logistic__context_diet_labels,0.007681204006741639,0.02562884858643289
spline_logistic__context_diet_labels,0.008173029861532002,0.02562884858643289
spline_logistic__context_diet_labels,0.008371730341540004,0.02562884858643289
spline_logistic__context_diet_labels,0.008371730341540004,0.02567387866258915
spline_logistic__context_diet_labels,0.008371730341540004,0.025724749573439527
spline_logistic__context_diet_labels,0.008412514425088639,0.025724749573439527
spline_logistic__context_diet_labels,0.008469892927488992,0.025724749573439527
spline_logistic__context_diet_labels,0.008469892927488992,0.026116971786969586
spline_logistic__context_diet_labels,0.008469892927488992,0.0261718252014052
spline_logistic__context_diet_labels,0.008469892927488992,0.026351231500380202
spline_logistic__context_diet_labels,0.010846623288939133,0.026351231500380202
spline_logistic__context_diet_labels,0.01145439395861938,0.026351231500380202
spline_logistic__context_diet_labels,0.012421283775927525,0.026351231500380202
spline_logistic__context_diet_labels,0.012493056059566344,0.026351231500380202
spline_logistic__context_diet_labels,0.012493056059566344,0.026433051537820714
spline_logistic__context_diet_labels,0.012493056059566344,0.026536139589047714
spline_logistic__context_diet_labels,0.012493056059566344,0.027577297854303295
spline_logistic__context_diet_labels,0.012493056059566344,0.028404037764782283
spline_logistic__context_diet_labels,0.012493056059566344,0.028694301707354913
spline_logistic__context_diet_labels,0.012623907140161005,0.028694301707354913
spline_logistic__context_diet_labels,0.012623907140161005,0.028900637810938958
spline_logistic__context_diet_labels,0.012623907140161005,0.02924859951148503
spline_logistic__context_diet_labels,0.012623907140161005,0.02968459078629411
spline_logistic__context_diet_labels,0.012623907140161005,0.0297217168211998
spline_logistic__context_diet_labels,0.012623907140161005,0.031183771750050715
spline_logistic__context_diet_labels,0.012623907140161005,0.03168043300501941
spline_logistic__context_diet_labels,0.012623907140161005,0.03175772723375218
spline_logistic__context_diet_labels,0.012623907140161005,0.032416094073671554
spline_logistic__context_diet_labels,0.012623907140161005,0.032826011722370714
spline_logistic__context_diet_labels,0.012623907140161005,0.03300224586656642
spline_logistic__context_diet_labels,0.012623907140161005,0.033226068518103946
spline_logistic__context_diet_labels,0.012623907140161005,0.0334893018720342
spline_logistic__context_diet_labels,0.012776362779654145,0.0334893018720342
spline_logistic__context_diet_labels,0.012776362779654145,0.03350586531560346
spline_logistic__context_diet_labels,0.012776362779654145,0.03360464724594089
spline_logistic__context_diet_labels,0.012776362779654145,0.03394306101952428
spline_logistic__context_diet_labels,0.013563663201118351,0.03394306101952428
spline_logistic__context_diet_labels,0.013563663201118351,0.034253607684034376
spline_logistic__context_diet_labels,0.013687832976739138,0.034253607684034376
spline_logistic__context_diet_labels,0.013687832976739138,0.03431104043861811
spline_logistic__context_diet_labels,0.013687832976739138,0.034448263632257684
spline_logistic__context_diet_labels,0.013982772287710561,0.034448263632257684
spline_logistic__context_diet_labels,0.013982772287710561,0.034865356670163064
spline_logistic__context_diet_labels,0.013982772287710561,0.03573615176882805
spline_logistic__context_diet_labels,0.014161048714559863,0.03573615176882805
spline_logistic__context_diet_labels,0.014161048714559863,0.03620270074959008
spline_logistic__context_diet_labels,0.014161048714559863,0.03938633622933771
spline_logistic__context_diet_labels,0.014161048714559863,0.0394711108226115
spline_logistic__context_diet_labels,0.014161048714559863,0.03961513667941628
spline_logistic__context_diet_labels,0.014161048714559863,0.03970394171912986
spline_logistic__context_diet_labels,0.014161048714559863,0.03980702977035686
spline_logistic__context_diet_labels,0.014161048714559863,0.03983058035871003
spline_logistic__context_diet_labels,0.014161048714559863,0.03990729380001933
spline_logistic__context_diet_labels,0.016215669789256985,0.03990729380001933
spline_logistic__context_diet_labels,0.016215669789256985,0.039964968479194014
spline_logistic__context_diet_labels,0.016390482218611075,0.039964968479194014
spline_logistic__context_diet_labels,0.016390482218611075,0.04048358047719173
spline_logistic__context_diet_labels,0.016390482218611075,0.0405216587139445
spline_logistic__context_diet_labels,0.016390482218611075,0.040603179184447884
spline_logistic__context_diet_labels,0.016390482218611075,0.04159571867499003
spline_logistic__context_diet_labels,0.016390482218611075,0.04165335434569165
spline_logistic__context_diet_labels,0.016390482218611075,0.042188596680758104
spline_logistic__context_diet_labels,0.016390482218611075,0.04245294790514807
spline_logistic__context_diet_labels,0.01701769564257963,0.04245294790514807
spline_logistic__context_diet_labels,0.01701769564257963,0.04368700836471657
spline_logistic__context_diet_labels,0.01701769564257963,0.0440899786837091
spline_logistic__context_diet_labels,0.017211950884734845,0.0440899786837091
spline_logistic__context_diet_labels,0.01732950384625302,0.0440899786837091
spline_logistic__context_diet_labels,0.017475388643209723,0.0440899786837091
spline_logistic__context_diet_labels,0.017549944854307022,0.0440899786837091
spline_logistic__context_diet_labels,0.018074430961559,0.0440899786837091
spline_logistic__context_diet_labels,0.018074430961559,0.04412520298673385
spline_logistic__context_diet_labels,0.018074430961559,0.04441515515299256
spline_logistic__context_diet_labels,0.018074430961559,0.045283926150730985
spline_logistic__context_diet_labels,0.018347736154909613,0.045283926150730985
spline_logistic__context_diet_labels,0.018347736154909613,0.04615045995019731
spline_logistic__context_diet_labels,0.018347736154909613,0.04634450797994834
spline_logistic__context_diet_labels,0.018347736154909613,0.04656430428992275
spline_logistic__context_diet_labels,0.018347736154909613,0.04696566928637404
spline_logistic__context_diet_labels,0.018347736154909613,0.04700021103018073
spline_logistic__context_diet_labels,0.018347736154909613,0.0470058192177505
spline_logistic__context_diet_labels,0.018354513990786026,0.0470058192177505
spline_logistic__context_diet_labels,0.018573343073259283,0.0470058192177505
spline_logistic__context_diet_labels,0.018573343073259283,0.04705553711570087
spline_logistic__context_diet_labels,0.01859773727924364,0.04705553711570087
spline_logistic__context_diet_labels,0.018749889305506022,0.04705553711570087
spline_logistic__context_diet_labels,0.018814077909332202,0.04705553711570087
spline_logistic__context_diet_labels,0.018814077909332202,0.047303668911703
spline_logistic__context_diet_labels,0.018814077909332202,0.0474206757658191
spline_logistic__context_diet_labels,0.019617691546824467,0.0474206757658191
spline_logistic__context_diet_labels,0.019617691546824467,0.04752314652293833
spline_logistic__context_diet_labels,0.019617691546824467,0.04798442134439805
spline_logistic__context_diet_labels,0.019617691546824467,0.0484459212134952
spline_logistic__context_diet_labels,0.019617691546824467,0.050347715922528714
spline_logistic__context_diet_labels,0.019617691546824467,0.05039184446818049
spline_logistic__context_diet_labels,0.019617691546824467,0.050509250483095715
spline_logistic__context_diet_labels,0.019617691546824467,0.050689756306079636
spline_logistic__context_diet_labels,0.019617691546824467,0.05127092257646432
spline_logistic__context_diet_labels,0.019617691546824467,0.05134803388314815
spline_logistic__context_diet_labels,0.019617691546824467,0.051522927019998
spline_logistic__context_diet_labels,0.020127054276581725,0.051522927019998
spline_logistic__context_diet_labels,0.020127054276581725,0.051630784403563425
spline_logistic__context_diet_labels,0.02105614013613534,0.051630784403563425
spline_logistic__context_diet_labels,0.022563778292559757,0.051630784403563425
spline_logistic__context_diet_labels,0.022563778292559757,0.05191700111585138
spline_logistic__context_diet_labels,0.022563778292559757,0.05217517264676292
spline_logistic__context_diet_labels,0.022623100907528282,0.05217517264676292
spline_logistic__context_diet_labels,0.022623100907528282,0.052370878949535446
spline_logistic__context_diet_labels,0.022802756851944047,0.052370878949535446
spline_logistic__context_diet_labels,0.022802756851944047,0.05342531700092121
spline_logistic__context_diet_labels,0.022802756851944047,0.05355268852291666
spline_logistic__context_diet_labels,0.02285386283450528,0.05355268852291666
spline_logistic__context_diet_labels,0.022945773999360042,0.05355268852291666
spline_logistic__context_diet_labels,0.022945773999360042,0.053647413887815944
spline_logistic__context_diet_labels,0.022945773999360042,0.05374535968634982
spline_logistic__context_diet_labels,0.022975322676994776,0.05374535968634982
spline_logistic__context_diet_labels,0.025149330329208328,0.05374535968634982
spline_logistic__context_diet_labels,0.025149330329208328,0.053930909763156405
spline_logistic__context_diet_labels,0.025149330329208328,0.05456182215150658
spline_logistic__context_diet_labels,0.025149330329208328,0.05467800118882574
spline_logistic__context_diet_labels,0.025149330329208328,0.054979401637539435
spline_logistic__context_diet_labels,0.025149330329208328,0.055187026623822286
spline_logistic__context_diet_labels,0.025149330329208328,0.05625887401585578
spline_logistic__context_diet_labels,0.025149330329208328,0.056584955897869306
spline_logistic__context_diet_labels,0.025149330329208328,0.056706345108612284
spline_logistic__context_diet_labels,0.025149330329208328,0.05688329669133321
spline_logistic__context_diet_labels,0.025149330329208328,0.05697749234902001
spline_logistic__context_diet_labels,0.025149330329208328,0.057496104347017726
spline_logistic__context_diet_labels,0.025149330329208328,0.058742840924856064
spline_logistic__context_diet_labels,0.025149330329208328,0.05879900821558872
spline_logistic__context_diet_labels,0.025149330329208328,0.05885199523894557
spline_logistic__context_diet_labels,0.025149330329208328,0.06029994675071008
spline_logistic__context_diet_labels,0.025504637094056728,0.06029994675071008
spline_logistic__context_diet_labels,0.02554937424468984,0.06029994675071008
spline_logistic__context_diet_labels,0.02554937424468984,0.06045513392103688
spline_logistic__context_diet_labels,0.02554937424468984,0.06060256174094375
spline_logistic__context_diet_labels,0.02554937424468984,0.06173638587269505
spline_logistic__context_diet_labels,0.02554937424468984,0.0629588867404504
spline_logistic__context_diet_labels,0.02554937424468984,0.06333811137609786
spline_logistic__context_diet_labels,0.02554937424468984,0.06554799613882892
spline_logistic__context_diet_labels,0.02554937424468984,0.06578782576912104
spline_logistic__context_diet_labels,0.02554937424468984,0.06584743615673481
spline_logistic__context_diet_labels,0.02554937424468984,0.0658928516459967
spline_logistic__context_diet_labels,0.02554937424468984,0.066604143640604
spline_logistic__context_diet_labels,0.02559523956135215,0.066604143640604
spline_logistic__context_diet_labels,0.02559523956135215,0.06668990811638774
