model,variable,level,n,events,prevalence,auc,average_precision,brier,log_loss,sensitivity,specificity,ppv,npv,accuracy,balanced_accuracy,mean_prediction,calibration_intercept,calibration_slope,joint_calibration_intercept,calibration_status
random_forest__context_diet_labels,rural,Rural,760,431,0.5786100342788364,0.6518223366077991,0.7060764499103321,0.230201773016372,0.6523015716778768,0.8560450062001362,0.28259326371923676,0.6209894477989654,0.5884200758907716,0.6143981960933684,0.5693191349596864,0.5825129574483305,-0.01664290060752569,1.2779374384397566,-0.10477051222640921,Estimated
random_forest__context_diet_labels,rural,Urban,4276,2258,0.5425478430641759,0.6090155098567411,0.6578323955390495,0.2383741782270426,0.6689285030290663,0.7154344546418018,0.43223749465332534,0.5991178302819244,0.56153832312135,0.585885394457405,0.5738359746475635,0.5386555036082834,0.016258334601821807,1.0649856725151021,0.006919384149041051,Estimated
random_forest__context_diet_labels,education,High,1179,525,0.4824216379512012,0.5621290626822721,0.560011458092306,0.24686977216217204,0.6869174742333859,0.5272827725759178,0.6132843413043758,0.5596409117585167,0.5819232984690995,0.5717953236520203,0.5702835569401468,0.4965851622790758,-0.05816373832488193,0.7278062821809376,-0.061664746253967694,Estimated
random_forest__context_diet_labels,education,Intermediate,2811,1536,0.5647732498189988,0.6209635056501628,0.6871094096820334,0.23435102717714393,0.6604891570855684,0.7645523848119496,0.3698406943500735,0.6115601667549363,0.5476119896318346,0.592763298513778,0.5671965395810116,0.552262354554933,0.052688456548795254,1.1660161777300597,0.02061762552026041,Estimated
random_forest__context_diet_labels,education,Low,1008,606,0.6019000500203198,0.6023266492808523,0.702473646715442,0.23215884953374416,0.6559088177078585,0.9344009801689401,0.10208575482652098,0.6114043995529799,0.5072155345755096,0.6030563305927968,0.5182433674977306,0.6023838172818045,-0.0020756828666946754,1.0939007724641456,-0.039619145089688515,Estimated
random_forest__symptoms_diet_labels,sex,Female,3125,1579,0.5080101397128755,0.6053858844140615,0.6054456340537611,0.2418814531922639,0.6766743371203339,0.6809269445018116,0.476530091441195,0.5732243661449272,0.5912336297815323,0.580365765321391,0.5787285179715033,0.5253215289192716,-0.07173044538140712,0.9994077074212153,-0.07166901304518337,Estimated
random_forest__symptoms_diet_labels,sex,Male,1911,1110,0.5843928095576381,0.6577446173390238,0.7201612580282992,0.22631651838717887,0.6438530029789991,0.7774640033645334,0.4032873927386838,0.6468986609364454,0.5630938146648976,0.6219535134930785,0.5903756980516086,0.5644209292110685,0.08560240258791542,1.3072554413293864,0.014649185688708505,Estimated
random_forest__symptoms_diet_labels,age_group,15–24,729,280,0.40858932174513063,0.624306553061502,0.52500082617284,0.23502166294049343,0.6626044361806135,0.46630416445607553,0.7249920292375388,0.5394771456757051,0.6628754561481341,0.6192949300227847,0.5956480968468072,0.46874581890881517,-0.25145844919243426,1.3046212538369673,-0.2192358355077582,Estimated
random_forest__symptoms_diet_labels,age_group,25–44,1569,828,0.5706988102525066,0.5866081823433938,0.6517562159784629,0.2408049584304996,0.6743234351835139,0.6880994382601265,0.4289247942652283,0.6156476980687948,0.5084727708579677,0.5768354552407337,0.5585121162626774,0.5400399474378106,0.12888138340620006,0.7842797299315639,0.16018787938671908,Estimated
random_forest__symptoms_diet_labels,age_group,45–64,1759,1034,0.5956123883526976,0.6589102267605126,0.7402337011826556,0.22525967948069264,0.6412939372839603,0.8695402221268259,0.2632507864921205,0.6348158674373201,0.5780627760498488,0.6243642852835165,0.5663955043094733,0.5893379701017916,0.026941117237321007,1.4830457055388653,-0.13638721983972044,Estimated
random_forest__symptoms_diet_labels,age_group,65+,979,547,0.572307948438002,0.6366898389398892,0.6782166785937235,0.2329333232320533,0.6583521541737309,0.8442841921146221,0.24958420751342236,0.6008805704676435,0.5450003965324178,0.5899357356366464,0.5469341998140222,0.5781202771612451,-0.02451393413225106,1.3341020938929746,-0.12645986911227014,Estimated
random_forest__symptoms_diet_labels,rural,Rural,760,431,0.5786100342788364,0.6528615421861,0.69678417313094,0.22927582555706955,0.6506624611608087,0.852835432981384,0.3167449831625106,0.6315258882198777,0.6105145152578152,0.6269322967087657,0.5847902080719473,0.5822155327517553,-0.01535220734694072,1.3610158379497834,-0.12986545953623307,Estimated
random_forest__symptoms_diet_labels,rural,Urban,4276,2258,0.5425478430641759,0.6339261935503078,0.6705880616452713,0.23463158052510036,0.6613189972441783,0.7175648362592869,0.45663785105663157,0.6103280186445058,0.5768456317851295,0.5982032240755704,0.5871013436579593,0.5405311927420924,0.008470004316858766,1.1893435014393836,-0.02010756429824002,Estimated
random_forest__symptoms_diet_labels,education,High,1179,525,0.4824216379512012,0.5996644521310454,0.5898497051608804,0.24179233663517016,0.6763772542534847,0.5248554640748216,0.6104828187273148,0.5567228893373561,0.5795614941908592,0.5691743300424306,0.5676691414010682,0.49712551090905455,-0.0607185946534723,1.0302069119108692,-0.06038477801767233,Estimated
