epochs_requested,epochs_completed,optimizer_loss_initial,optimizer_loss_final,optimizer_loss_minimum,last_10_epoch_loss_change,optimizer_loss_curve,optimizer_status,convergence_claim,convergence_warning_count,warnings,n_input_columns,n_parameters,fit_seconds,model,fold,candidate,inner_fold,phase,params,n_train
100,100,1.037822289795765,0.7027127599524225,0.7014826841504646,-0.001547081315763088,"[1.037822289795765, 0.9556888967992858, 0.9188920774846221, 1.1472360709815632, 0.8842340708218074, 0.8963077114091167, 0.9365148544454454, 1.0293062187144442, 0.8642885534594853, 0.8481969491604952, 0.9199231665523718, 0.8972324313681066, 0.7955340202128017, 0.8278103393887225, 0.8654177635041648, 0.7839282433873945, 0.7810692639858875, 0.7749448054780981, 0.7889282950188751, 0.7705678865650162, 0.7669567815088864, 0.7847228089973831, 0.7766150115192848, 0.7869496119472881, 0.7598692787691875, 0.787085766511625, 0.765157085729223, 0.7548649740113937, 0.7508206986258179, 0.7539293880924908, 1.1577964446781683, 0.7475484089886638, 0.7440128064076471, 0.7390963233933677, 0.7379258678206052, 0.7272091733509227, 0.7265059822515073, 0.7328803778393123, 0.7314476191271141, 0.7308412982102798, 0.7204344559868145, 0.7236563772285272, 0.7207566013302141, 0.7238416217268964, 0.7324897631794183, 0.7220072341715658, 0.7157300880609129, 0.7199912460454194, 0.7146553279639579, 0.7141810755991944, 0.7140916453347094, 0.7164900690154682, 2.2892220462822235, 0.71606135487766, 0.7185593755865135, 0.7217652924962552, 0.7165404935540173, 0.7199788433953122, 0.7169135260917268, 0.7367468746459149, 0.7239693312541448, 0.7160757700430542, 0.7140607109153747, 0.7116527018565836, 0.7208950321359472, 0.7154712446298523, 0.7106175573241593, 0.7132583577162371, 0.7159715348580367, 0.7102713704370855, 0.7132306465389477, 0.7096160597442761, 0.7112510292832713, 0.7091237007069546, 0.8150977346053908, 0.7074529782313235, 0.7079634706848175, 0.7075270361146722, 0.7053983820046419, 0.7090777606141537, 0.7061966704500748, 0.7063358172172053, 0.7060713517129436, 0.7057454285017253, 0.7047608934817098, 0.8215569333103409, 0.7039444344502448, 0.7125913879641196, 0.7081835620457095, 0.7042598412681856, 0.7045283464633115, 0.7075663368039504, 0.7036866652962833, 0.703911814436423, 0.702699965320209, 0.7019112286456188, 0.7033943772842837, 0.7014826841504646, 0.7029082579493707, 0.7027127599524225]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (100) reached and the optimization hasn't converged yet.""}]",161,5729,0.37726000000111526,mlp__context_diet_labels,1,0,1.0,inner,"{""alpha"": 1.0, ""epochs"": 100, ""hidden_layer_sizes"": [32, 16]}",2689
100,100,0.9715029434554288,0.3400825815123911,0.3358612563782541,-0.008843841763942373,"[0.9715029434554288, 0.9129727318863926, 0.8701566488779666, 0.8385509724871542, 0.8120701587161319, 0.7824119453304457, 0.7658719244269822, 0.7479379291530092, 0.7309320784406903, 0.718057723289226, 0.7027726155277539, 0.693473761657999, 0.6789689944332327, 0.6717066795408972, 0.6633585910281222, 0.6537599263626819, 0.6454062764593557, 0.6369609774080294, 0.6263475042200296, 0.61662701637034, 0.6095359996846773, 0.6052980001937392, 0.5907883797540127, 0.5862375740892974, 0.5748549106317599, 0.5686731715738634, 0.5596371637762726, 0.5468009856303917, 0.5388926632452996, 0.5328024713346553, 0.5214540682517494, 0.5125097445817264, 0.503056281311814, 0.497652138809571, 0.4927035977242615, 0.48462201076379113, 0.47436927043752175, 0.4697300520338753, 0.46107717178675156, 0.4589374301457424, 0.4568329024251653, 0.4477229825994678, 0.4384789624772166, 0.4358459185260735, 0.42990491729343694, 0.4336069976804848, 0.42571552553585784, 0.4205038158872074, 0.41511611605421544, 0.4109473765745794, 0.4064398119091827, 0.4025182710666021, 0.40315808777403966, 0.3982742398205365, 0.3923605722815501, 0.39670157661078154, 0.3939743383067934, 0.3870498954740726, 0.3840523104132639, 0.3873616003379722, 0.38501829895669815, 0.37826549250773145, 0.3791980337741836, 0.3738449363779629, 0.37452064890376463, 0.3753585097976344, 0.38009265932085645, 0.3675955026378395, 0.3651411904112068, 0.36861854254532544, 0.36246698623418844, 0.36216765596313116, 0.3607943902678605, 0.35837094389884044, 0.36028535376122256, 0.35596897794806204, 0.3600715927259044, 0.3654897706145395, 0.35998737966783845, 0.3567844911292355, 0.3530371556811698, 0.35161877510095535, 0.3507446835124378, 0.3479290261049768, 0.3515960853018015, 0.3479457916057544, 0.35376694142393295, 0.3477181512039877, 0.3470345527485468, 0.3489264232763335, 0.34836291628460814, 0.34343622176467326, 0.3432471383018823, 0.34617071394580556, 0.34578672535819543, 0.3450791098507252, 0.34118341502020905, 0.3358612563782541, 0.34179170956722876, 0.3400825815123911]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (100) reached and the optimization hasn't converged yet.""}]",161,5729,0.3692734170035692,mlp__context_diet_labels,1,0,2.0,inner,"{""alpha"": 1.0, ""epochs"": 100, ""hidden_layer_sizes"": [32, 16]}",2685
100,100,0.9930702600664304,0.34661456348480724,0.34367596577464626,-0.0068850959155254965,"[0.9930702600664304, 0.9345968268666529, 0.8901029168686457, 0.8552308745475865, 0.8241446929562777, 0.8011113875416019, 0.7787906455968933, 0.7596242688645529, 0.7441080952294238, 0.7291875804723724, 0.7149184144021786, 0.7055877668531086, 0.690920825368805, 0.6842620662647354, 0.6760888462115722, 0.6621525901140813, 0.6552506098044673, 0.649644612091206, 0.6417451514930027, 0.633213198698545, 0.6329128241836334, 0.6174122239265218, 0.6115682575400725, 0.6007611431414615, 0.5979507429990125, 0.5955654230004827, 0.5821927506388953, 0.5745315440349312, 0.566353702977822, 0.5596404020401415, 0.5478215853127225, 0.5456148556798487, 0.5307907890259586, 0.5253038577740223, 0.5147883138102528, 0.5098398491368094, 0.5054697035640026, 0.49181283087362054, 0.48884225028930284, 0.48234819959229996, 0.473258463666112, 0.4770914040444373, 0.46426098550765305, 0.4603500765710506, 0.4570470684219214, 0.4465440201269298, 0.4433288140378862, 0.4357450671562423, 0.430775952218921, 0.42863803142251067, 0.4285102022795921, 0.4231773233308532, 0.4181512167245588, 0.41477602660003626, 0.41621630001380977, 0.4159149792508675, 0.4117691143420241, 0.4090001114905427, 0.40525753515170215, 0.40031800407874163, 0.3960120158670614, 0.3937793169087994, 0.38896005439198233, 0.3865652034772319, 0.3848668814789978, 0.38112096260945005, 0.37837430369950226, 0.3819047792555024, 0.37490048329193915, 0.3757120055392621, 0.37484732428258283, 0.3734685987887337, 0.371358166711801, 0.37927264680186334, 0.3727131366966656, 0.370163080306522, 0.36617065808578814, 0.3635423267075715, 0.3594924606791175, 0.3614179902092884, 0.3605071968954671, 0.36086133994389175, 0.35751347776497683, 0.35436913645702833, 0.3555869178778995, 0.3542597980706646, 0.3540037480955921, 0.3499274211364991, 0.35323172435543715, 0.35349965940033273, 0.35108150893332185, 0.34941935029331517, 0.34987789416087944, 0.34692207503580774, 0.3467463954895954, 0.34618266577747303, 0.34367596577464626, 0.3438614877826707, 0.346647884451951, 0.34661456348480724]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (100) reached and the optimization hasn't converged yet.""}]",161,5729,0.36095025000395253,mlp__context_diet_labels,1,0,3.0,inner,"{""alpha"": 1.0, ""epochs"": 100, ""hidden_layer_sizes"": [32, 16]}",2686
100,100,3.8720628526699277,0.8482166680667002,0.8424942271986673,-0.007399251449159316,"[3.8720628526699277, 3.127073281485038, 2.847211541966185, 4.845055362038476, 2.5579846027028275, 2.6541245405885387, 3.011813167181187, 3.814924007060247, 2.3605266324339365, 2.2286700402739648, 2.8394608781920785, 2.633680240636857, 1.757798939268581, 2.0299770820158316, 2.3439754999814353, 1.647660296179644, 1.623767459264556, 1.5809495338482265, 1.70482888784147, 1.5509350545902492, 1.5242811740375017, 1.6815163393183836, 1.617934846153114, 1.6947595526493648, 1.4697706179160495, 1.6886773109827333, 1.502102245902061, 1.4167128825755508, 1.3736656919038277, 1.4055747161076242, 4.796866357508715, 1.2772153755476585, 1.2067578392111253, 1.1778813118459461, 1.1741417491387898, 1.0930327885123554, 1.087920877895994, 1.1408840902725421, 1.1422605013673681, 1.1355216514535977, 1.0512007040664242, 1.0777344421752395, 1.0621682651184998, 1.087379022329922, 1.1654614533117071, 1.0724343311182873, 1.0269140788651003, 1.0573593438168998, 1.0219144154624231, 1.0200919829220305, 1.0264839891024446, 1.0489419938138607, 14.09607803774083, 0.9512921193823067, 0.9195703221160503, 0.945703313226927, 0.9063481655803912, 0.930295969418071, 0.9080602870859515, 1.078180109219514, 0.9812464898834335, 0.915414884499904, 0.9033214417130891, 0.8907844299506871, 0.9690209021400474, 0.913921913163621, 0.8850516470376593, 0.9073048408549983, 0.9287523046931242, 0.8767189355946533, 0.9044421984385095, 0.8795806631783833, 0.8930387948457935, 0.877201657713108, 1.7665745625758549, 0.8725589315048228, 0.8783217096488253, 0.8737397287868732, 0.8617309592354047, 0.895393916676307, 0.8666424676747286, 0.8717578282295694, 0.8689399948002444, 0.8683047202886873, 0.8598034017139856, 1.853538203047131, 0.8525371640937304, 0.9212110221928557, 0.8890383934361588, 0.8556159195158595, 0.8502631350278045, 0.8860656430380093, 0.8518649480712556, 0.8606474470392825, 0.8461382963314928, 0.8440548068871305, 0.8554547838573833, 0.8424942271986673, 0.8473688746672313, 0.8482166680667002]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (100) reached and the optimization hasn't converged yet.""}]",161,5729,0.3584933330057538,mlp__context_diet_labels,1,1,1.0,inner,"{""alpha"": 10.0, ""epochs"": 100, ""hidden_layer_sizes"": [32, 16]}",2689
100,100,3.3487435802161913,0.6880452871127162,0.6871512705822246,-1.1261699785269919e-05,"[3.3487435802161913, 2.6416634438835698, 2.130259813206718, 1.7507698693807896, 1.485896184657121, 1.2658540224237358, 1.1283417335615282, 1.018816058352052, 0.9418913417637963, 0.8836999993895831, 0.8396923813771421, 0.8101131116177268, 0.7832089148123599, 0.7656162392023929, 0.7514030823270627, 0.7396986996959843, 0.7316789576668964, 0.7239959492480883, 0.7181115125413855, 0.7133093384552793, 0.710266644447158, 0.7079730518764489, 0.7048421789828737, 0.7023245708667124, 0.7003612384053571, 0.6990305142364813, 0.6978562931782784, 0.6971592284300284, 0.6961017768087254, 0.6950395854877442, 0.6945997197160678, 0.6936085982634055, 0.6939173837483456, 0.6933670868194968, 0.6928250871011006, 0.692005891914545, 0.6926089758991832, 0.691601027251084, 0.6908410119226315, 0.6915591903267384, 0.6903156047214969, 0.6916748845645795, 0.6903318067373588, 0.6903880904393885, 0.6906789790643539, 0.6901204517822309, 0.6902932309909967, 0.6895069497730734, 0.6896223723357471, 0.689773863500784, 0.6899100278721344, 0.689650767127869, 0.6893645765281428, 0.6892012108021315, 0.6890671666693219, 0.6883059926900874, 0.6888930454087833, 0.688900823369908, 0.6893052241091284, 0.6881327270160137, 0.6888856311325048, 0.68853411750395, 0.6890382587122471, 0.6886815455552477, 0.6887386601858528, 0.688358258313604, 0.6890866381565105, 0.6889946419758688, 0.6893309824682139, 0.6883714586631884, 0.6885891484574886, 0.6881555015049493, 0.6884886611315704, 0.6886092566219334, 0.688705294825612, 0.6882448204674975, 0.688274156592233, 0.6879315925444107, 0.6887952772555351, 0.6877707506629988, 0.6884406513853207, 0.6890807894626151, 0.688301990315611, 0.6877802981188408, 0.6879341468410912, 0.6879421084436279, 0.6883833763014675, 0.6885179895245925, 0.6882270021092484, 0.6880565488125014, 0.6882962861958751, 0.6887029374818062, 0.6882739075984198, 0.6877792965914642, 0.6888678172359556, 0.6871512705822246, 0.6882876630331092, 0.6882853288079468, 0.6885922654988046, 0.6880452871127162]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (100) reached and the optimization hasn't converged yet.""}]",161,5729,0.3333891670044977,mlp__context_diet_labels,1,1,2.0,inner,"{""alpha"": 10.0, ""epochs"": 100, ""hidden_layer_sizes"": [32, 16]}",2685
100,100,3.4141590620240057,0.6872867216871366,0.686511316746178,0.00030446270916661966,"[3.4141590620240057, 2.7446604703349724, 2.232977708652156, 1.8380165467210856, 1.5432127467590706, 1.3320292755900456, 1.1697542101668301, 1.05748899181081, 0.9756274581518435, 0.9095598044229674, 0.8642206710615183, 0.8301137065779831, 0.800511836979487, 0.7818959422088244, 0.7641036778111115, 0.750503348649698, 0.740921100537084, 0.7332106376224039, 0.7264725804487603, 0.7211087620442959, 0.7164957409938438, 0.7125669944630261, 0.7084352245666731, 0.7074144048108083, 0.7052379085653051, 0.7037111205226186, 0.702058634710653, 0.7000534060214658, 0.6993075992276981, 0.6985086464944107, 0.6976877613700397, 0.696182150794408, 0.6947069720220062, 0.6948988508277254, 0.6938767461073844, 0.6939100220993828, 0.6932876981673591, 0.6924737323483984, 0.6915491805585361, 0.6910442754956362, 0.6900873652114794, 0.6910440093738213, 0.6904480825298704, 0.689703917438465, 0.6895997922581303, 0.6900392963115682, 0.6884693605313164, 0.6881363188254273, 0.6888075796542542, 0.6884515893183496, 0.6882827287847553, 0.6880908348521069, 0.6878599632423767, 0.688082802327794, 0.6882691848972294, 0.6882448062294013, 0.6878520746575071, 0.6872620279812968, 0.6874971687796899, 0.6878461292757199, 0.6883312436411904, 0.6883032890654533, 0.6871016845212998, 0.6876737897444806, 0.6886554679902553, 0.6867442038591128, 0.6876088482499819, 0.6876526008865765, 0.687110447214012, 0.6875649492746486, 0.6871150878877843, 0.6881355646481796, 0.6878515067801939, 0.6873178639382127, 0.6870919366797571, 0.6872554661779231, 0.6867509969963227, 0.6873592764086871, 0.687024354313395, 0.6875996494434488, 0.6880788562262556, 0.6872807564954981, 0.6876003843129822, 0.6870122577322632, 0.687312749929777, 0.6872418564155643, 0.6872288177552226, 0.686511316746178, 0.6872882949548391, 0.6869822589779699, 0.6865224631258076, 0.6877158411069862, 0.6870977510217595, 0.6870021187464705, 0.6866818675568966, 0.6871631655384817, 0.6869016003974836, 0.6879912553990116, 0.6871415265830193, 0.6872867216871366]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (100) reached and the optimization hasn't converged yet.""}]",161,5729,0.35623158299858915,mlp__context_diet_labels,1,1,3.0,inner,"{""alpha"": 10.0, ""epochs"": 100, ""hidden_layer_sizes"": [32, 16]}",2686
250,250,3.8720628526699277,0.7416657291061525,0.7413499584727228,-0.008103205794174562,"[3.8720628526699277, 3.127073281485038, 2.847211541966185, 4.845055362038476, 2.5579846027028275, 2.6541245405885387, 3.011813167181187, 3.814924007060247, 2.3605266324339365, 2.2286700402739648, 2.8394608781920785, 2.633680240636857, 1.757798939268581, 2.0299770820158316, 2.3439754999814353, 1.647660296179644, 1.623767459264556, 1.5809495338482265, 1.70482888784147, 1.5509350545902492, 1.5242811740375017, 1.6815163393183836, 1.617934846153114, 1.6947595526493648, 1.4697706179160495, 1.6886773109827333, 1.502102245902061, 1.4167128825755508, 1.3736656919038277, 1.4055747161076242, 4.796866357508715, 1.2772153755476585, 1.2067578392111253, 1.1778813118459461, 1.1741417491387898, 1.0930327885123554, 1.087920877895994, 1.1408840902725421, 1.1422605013673681, 1.1355216514535977, 1.0512007040664242, 1.0777344421752395, 1.0621682651184998, 1.087379022329922, 1.1654614533117071, 1.0724343311182873, 1.0269140788651003, 1.0573593438168998, 1.0219144154624231, 1.0200919829220305, 1.0264839891024446, 1.0489419938138607, 14.09607803774083, 0.9512921193823067, 0.9195703221160503, 0.945703313226927, 0.9063481655803912, 0.930295969418071, 0.9080602870859515, 1.078180109219514, 0.9812464898834335, 0.915414884499904, 0.9033214417130891, 0.8907844299506871, 0.9690209021400474, 0.913921913163621, 0.8850516470376593, 0.9073048408549983, 0.9287523046931242, 0.8767189355946533, 0.9044421984385095, 0.8795806631783833, 0.8930387948457935, 0.877201657713108, 1.7665745625758549, 0.8725589315048228, 0.8783217096488253, 0.8737397287868732, 0.8617309592354047, 0.895393916676307, 0.8666424676747286, 0.8717578282295694, 0.8689399948002444, 0.8683047202886873, 0.8598034017139856, 1.853538203047131, 0.8525371640937304, 0.9212110221928557, 0.8890383934361588, 0.8556159195158595, 0.8502631350278045, 0.8860656430380093, 0.8518649480712556, 0.8606474470392825, 0.8461382963314928, 0.8440548068871305, 0.8554547838573833, 0.8424942271986673, 0.8473688746672313, 0.8482166680667002, 0.8596984117301638, 0.9046306093406675, 0.8442681724586132, 0.8443675478771681, 1.1783803057612487, 0.850100168066612, 0.8596443459588903, 0.8834453299756894, 0.8417640870541094, 0.8598743729250562, 0.8388825513664966, 1.310877653540029, 0.8707821780555554, 0.8258646363216495, 0.833659516135716, 0.8258260077520119, 0.982088168804401, 0.8403626854546352, 1.0723329866908966, 0.8264684309829065, 0.8624682814505907, 0.8291634512806498, 0.8291428344678257, 0.8131477891676713, 0.816271258365511, 0.8134610353281233, 0.8137314022487947, 0.8382422734470603, 0.8143798052734865, 1.117196073525103, 0.9589763168920888, 0.8223092049033722, 0.8623176232217963, 0.8065169091564863, 0.8027312488610264, 0.804139947003994, 0.8075266361743413, 0.8034062695271305, 0.8052062950966661, 0.8010831362893459, 0.8022051320715262, 0.8191675414933461, 0.8229188913982328, 0.8054109527999956, 0.8009626042645593, 0.8125985891459462, 0.8010213674929254, 0.7979775446484377, 0.8050846700063066, 0.9320104917861082, 0.7972618426174028, 0.8230645332450883, 0.794298858702758, 0.8010149585449844, 0.7935538072913662, 0.7988101343735964, 0.8242231180836804, 0.8011978127177007, 0.8114376905220366, 0.7961646954097547, 0.7925216748390924, 0.8565606723888014, 0.9747846149323663, 0.7893316721848924, 0.7854550164523499, 0.7853363084535014, 0.78662829319197, 0.7906345496865375, 0.8337853698293284, 0.7846371021161704, 0.7865387072413704, 0.8054831748522436, 0.7871891149946437, 0.781819808297041, 0.7829613489694025, 0.7832661841855056, 0.7841255927119173, 0.784553888537172, 0.7868398226176948, 0.7816517592118938, 0.785602782890616, 0.7867972962684029, 0.8403071548194069, 0.781547270723914, 0.792132445606786, 0.7780452423684487, 0.7798476678789331, 0.8155781719747692, 0.7769566665112747, 0.7987334659558105, 0.7743477297467468, 0.7849916467972912, 0.7767914023454657, 0.7752343151323542, 0.7795611209092915, 0.7851399573150307, 0.8096501799408842, 0.843567362442198, 0.7737098212794127, 0.7717647527199377, 0.7672672986938188, 0.7680995610140521, 0.7804602631101206, 0.7692492568759387, 0.7738060439766697, 0.7764048516849759, 0.7668169898065371, 0.7838776613977583, 0.7676773439030343, 0.7862859625665941, 0.7644126506989026, 0.7660465734054277, 0.7811032100343737, 0.7700629659489707, 0.7793872376012075, 0.7668762480306752, 0.7688681277218944, 0.8078845516712865, 0.760073163078179, 0.7569344470231123, 0.7625844731143722, 0.7606885155967186, 0.8320520900093183, 0.7544083337065072, 0.762022297060074, 0.7573341967953509, 0.7547539490081323, 0.7526430384925124, 0.7841514541842918, 0.7507394887015013, 0.7524917809362035, 0.7572694222302865, 0.7491977616959452, 0.7554655696525594, 0.7733679361915524, 0.7487416532285021, 0.7716256795429353, 0.7460169844379932, 0.7551816033140126, 0.749768934900327, 0.7443197112082497, 0.7463329551963737, 0.758416692310507, 0.7426718602744051, 0.7435915414337037, 0.7447331273920114, 0.7432033513726006, 0.7443162057346739, 0.7413499584727228, 0.7416657291061525]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (250) reached and the optimization hasn't converged yet.""}]",161,5729,0.8755841250022058,mlp__context_diet_labels,1,2,1.0,inner,"{""alpha"": 10.0, ""epochs"": 250, ""hidden_layer_sizes"": [32, 16]}",2689
250,250,3.3487435802161913,0.6881180539565813,0.6869240357112821,0.00046523341261395235,"[3.3487435802161913, 2.6416634438835698, 2.130259813206718, 1.7507698693807896, 1.485896184657121, 1.2658540224237358, 1.1283417335615282, 1.018816058352052, 0.9418913417637963, 0.8836999993895831, 0.8396923813771421, 0.8101131116177268, 0.7832089148123599, 0.7656162392023929, 0.7514030823270627, 0.7396986996959843, 0.7316789576668964, 0.7239959492480883, 0.7181115125413855, 0.7133093384552793, 0.710266644447158, 0.7079730518764489, 0.7048421789828737, 0.7023245708667124, 0.7003612384053571, 0.6990305142364813, 0.6978562931782784, 0.6971592284300284, 0.6961017768087254, 0.6950395854877442, 0.6945997197160678, 0.6936085982634055, 0.6939173837483456, 0.6933670868194968, 0.6928250871011006, 0.692005891914545, 0.6926089758991832, 0.691601027251084, 0.6908410119226315, 0.6915591903267384, 0.6903156047214969, 0.6916748845645795, 0.6903318067373588, 0.6903880904393885, 0.6906789790643539, 0.6901204517822309, 0.6902932309909967, 0.6895069497730734, 0.6896223723357471, 0.689773863500784, 0.6899100278721344, 0.689650767127869, 0.6893645765281428, 0.6892012108021315, 0.6890671666693219, 0.6883059926900874, 0.6888930454087833, 0.688900823369908, 0.6893052241091284, 0.6881327270160137, 0.6888856311325048, 0.68853411750395, 0.6890382587122471, 0.6886815455552477, 0.6887386601858528, 0.688358258313604, 0.6890866381565105, 0.6889946419758688, 0.6893309824682139, 0.6883714586631884, 0.6885891484574886, 0.6881555015049493, 0.6884886611315704, 0.6886092566219334, 0.688705294825612, 0.6882448204674975, 0.688274156592233, 0.6879315925444107, 0.6887952772555351, 0.6877707506629988, 0.6884406513853207, 0.6890807894626151, 0.688301990315611, 0.6877802981188408, 0.6879341468410912, 0.6879421084436279, 0.6883833763014675, 0.6885179895245925, 0.6882270021092484, 0.6880565488125014, 0.6882962861958751, 0.6887029374818062, 0.6882739075984198, 0.6877792965914642, 0.6888678172359556, 0.6871512705822246, 0.6882876630331092, 0.6882853288079468, 0.6885922654988046, 0.6880452871127162, 0.6880546147271809, 0.6885716482583227, 0.6883828042514235, 0.6879671665547252, 0.6881298498161356, 0.6889094913285643, 0.6871373898686092, 0.6875527930588903, 0.6879934905390095, 0.6871507423480154, 0.6881301181132966, 0.6880249905601666, 0.687801277975532, 0.6884380986080252, 0.6887369763687513, 0.6879199269131744, 0.6882582374444096, 0.68730690998519, 0.6880573552823819, 0.6884845561265305, 0.6883740143366154, 0.6874558091002089, 0.6880365565402112, 0.688492584293757, 0.6889413156801991, 0.6880755228985937, 0.6884414549712453, 0.6877478538218638, 0.6881554607013176, 0.6886085488377158, 0.6876385060148528, 0.6880508173007046, 0.6876421900200517, 0.6880464413317735, 0.688258229051584, 0.6871407656182164, 0.6870243839708956, 0.6881845673441008, 0.6880183256319858, 0.6880949922328075, 0.6876164168360935, 0.6875044709977849, 0.687592623743523, 0.6881054728725708, 0.6872171043656632, 0.6876237262147225, 0.687488319893547, 0.6887301542740982, 0.6880240188965718, 0.6884903144905968, 0.6881023867207021, 0.6872518682840588, 0.6877739793760361, 0.6891441533464975, 0.6880348361219348, 0.6881991955922351, 0.6879432846170669, 0.6880906543288382, 0.6881659668608171, 0.6883048504095554, 0.6887272183933948, 0.6875823236162297, 0.6878567247628544, 0.6874642763743686, 0.6880761916560632, 0.6889155968781383, 0.6886761701411065, 0.688048716847598, 0.6874489781867239, 0.6874372742248874, 0.6879623236928247, 0.6884256492345675, 0.687679261069867, 0.6880299963047997, 0.6881198762592058, 0.6887973673081271, 0.6876845294113388, 0.6877434589942041, 0.6877401218015422, 0.6886091326727164, 0.6876539499065971, 0.6875659846584234, 0.6883333034390342, 0.6874868469524421, 0.6871530458326006, 0.687855141398304, 0.6869240357112821, 0.6882587188256556, 0.6880091410664521, 0.6876720033656736, 0.6876377078424856, 0.6879153709959405, 0.6886001720280942, 0.6878974120594801, 0.6877705179094439, 0.6879260929067771, 0.6874618227868629, 0.6879836011995952, 0.6878849753084463, 0.6885804412763789, 0.6881015197780739, 0.6879111665651073, 0.687726589847656, 0.6877932036068721, 0.6880819855203427, 0.6879936259024625, 0.6874888460814375, 0.6872707060304759, 0.6880247702237855, 0.6873894954071418, 0.6884502207743505, 0.6878989493471027, 0.6887807236275695, 0.6881426153067063, 0.6872443772303402, 0.6878576469413737, 0.6875487635356952, 0.6875323852792398, 0.6875691692494573, 0.6877753656305453, 0.6890261434098727, 0.6878727333558067, 0.6881582187789277, 0.688662839197063, 0.6884394950472553, 0.6882289925543944, 0.6878373392795408, 0.6881567533579273, 0.6880790854181378, 0.6883201016080605, 0.6884760781727337, 0.6869589984241871, 0.6879560779332552, 0.6875237887904815, 0.6885156871344653, 0.6880516780255962, 0.6884594805428629, 0.6889343841682681, 0.6880612453552201, 0.6876528205439674, 0.6882661654653375, 0.6880718812830695, 0.687978103338269, 0.6884422007890445, 0.6880787180084822, 0.6878967649237206, 0.6881239611521908, 0.6879210853340647, 0.6891508567711606, 0.6881180539565813]",fixed_epoch_budget_completed,No tolerance-based convergence claim; epochs selected by inner validation,1,"[{""category"": ""ConvergenceWarning"", ""message"": ""Stochastic Optimizer: Maximum iterations (250) reached and the optimization hasn't converged yet.""}]",161,5729,0.8296022499998799,mlp__context_diet_labels,1,2,2.0,inner,"{""alpha"": 10.0, ""epochs"": 250, ""hidden_layer_sizes"": [32, 16]}",2685
