model,fold,repeat,brier_increase,auc_drop,n_test,test_weight_sum,feature,n_input_columns,representation
rf_complete_historical,2,1,0.00045416431298531124,0.002384556693404871,997,2550707.318306923,region,14,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,2,0.0012632824429995304,0.0006043341049726259,997,2550707.318306923,region,14,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,3,-0.0020151073156857158,-0.00669444675669173,997,2550707.318306923,region,14,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,4,-0.0002629867887763704,-0.007472849446228613,997,2550707.318306923,region,14,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,5,0.0014771305921399136,0.005815006661103128,997,2550707.318306923,region,14,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,1,0.0004800242799371801,0.002296487526808777,997,2550707.318306923,rural,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,2,0.00017981619454593423,0.001160566950138442,997,2550707.318306923,rural,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,3,0.00048447593815592604,0.0030096450957202148,997,2550707.318306923,rural,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,4,0.00031190095465788437,0.001285044779860467,997,2550707.318306923,rural,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,5,0.00034008193340043236,0.0020272335327732316,997,2550707.318306923,rural,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,1,0.00035881738737120195,0.005519840940169329,997,2550707.318306923,education,2,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,2,0.0011217190615269712,0.00918346595620756,997,2550707.318306923,education,2,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,3,0.0007926147539226158,0.004793872150528733,997,2550707.318306923,education,2,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,4,0.0012324055167929615,0.006706426745341831,997,2550707.318306923,education,2,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,5,3.0632446846867722e-06,0.006468592602372758,997,2550707.318306923,education,2,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,1,-0.0004894814146758908,-0.003636023429357871,997,2550707.318306923,indigenous,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,2,-0.0002166099719006498,-0.0010568853762118469,997,2550707.318306923,indigenous,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,3,-0.0003192864337629442,-0.0023505358770894436,997,2550707.318306923,indigenous,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,4,-0.0002840715697258467,-0.0016440421681108708,997,2550707.318306923,indigenous,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,5,-0.0004935242358087011,-0.00326621343227651,997,2550707.318306923,indigenous,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,1,-0.00043476575572565235,-0.001772618603042786,997,2550707.318306923,born_chile,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,2,-0.0005154500804539497,-0.002725163598477298,997,2550707.318306923,born_chile,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,3,-0.00048625489490855545,-0.002713696469846427,997,2550707.318306923,born_chile,1,"Historical 90-term coding, complete cohort"
rf_complete_historical,2,4,-5.404769935316023e-05,0.00048589186710035204,997,2550707.318306923,born_chile,1,"Historical 90-term coding, complete cohort"
