encoded_column,feature,mdi,training_constant,mdi_scaled,rank,model,fold,test_weight_sum,representation
die4al_menos_una_vez_por_mes,wholegrain,0.0018153643414826465,False,1.0749651207384037,72.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die4nunca,wholegrain,0.025672112626041608,False,15.201700847623773,8.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die5al_menos_una_vez_por_semana,legumes,0.016971808710891535,False,10.049829658520377,12.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die5entre_una_y_tres_veces_al_mes,legumes,0.003914967733225406,False,2.318241945083305,48.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die5menos_de_una_vez_al_mes_o_nunca,legumes,0.005209497391782218,False,3.0847956329085493,40.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die61,fruit_days,0.002780145580718545,False,1.6462588041178723,56.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die62,fruit_days,0.00419615711815952,False,2.4847477941952185,46.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die63,fruit_days,0.00476716587194669,False,2.822869723733724,41.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die64,fruit_days,0.0043372863113200445,False,2.5683172224905944,45.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die65,fruit_days,0.003032193711027837,False,1.7955087054399026,53.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die66,fruit_days,0.008791941436008036,False,5.206134201999637,28.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die67,fruit_days,0.013527929045422877,False,8.010541766936306,17.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die7,fruit_portions,0.04228479516473912,False,25.038874511845187,5.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die81,vegetable_days,0.0006370475485694485,False,0.3772266973167312,79.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die82,vegetable_days,0.0014521170525489263,False,0.8598688136865519,75.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die83,vegetable_days,0.0043479563339803825,False,2.5746354595162178,44.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die84,vegetable_days,0.000713539335644672,False,0.4225211879321292,78.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die85,vegetable_days,0.002291759244539645,False,1.3570616083589424,65.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die86,vegetable_days,0.001044204088164062,False,0.6183237976306509,77.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die87,vegetable_days,0.014469274383212589,False,8.56795791837795,16.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die9,vegetable_portions,0.0224291782597703,False,13.281402396824395,9.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_acasi_siempre,label_ingredients,0.0036035766425642165,False,2.133852203740207,49.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_aalgunas_veces,label_ingredients,0.0024683984493488282,False,1.4616582338329007,62.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_arara_vez,label_ingredients,0.006311874569276531,False,3.7375665332869303,37.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_anunca,label_ingredients,0.008121740631563108,False,4.809275856704214,33.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_bcasi_siempre,label_nutrition,0.0026543100810862814,False,1.5717455122324007,58.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_balgunas_veces,label_nutrition,0.002919963643228439,False,1.7290518484742494,54.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_brara_vez,label_nutrition,0.008292005920757255,False,4.910098178137861,32.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_bnunca,label_nutrition,0.010417067461559262,False,6.168450005143055,22.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_ccasi_siempre,label_warnings,0.004023143795578802,False,2.3822982291423775,47.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_calgunas_veces,label_warnings,0.0027024129140217614,False,1.6002295285991186,57.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_crara_vez,label_warnings,0.0026251338672913455,False,1.5544688634252817,59.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_cnunca,label_warnings,0.01973894272269713,False,11.68838368270626,11.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_dcasi_siempre,label_health,0.0020810220013976694,False,1.2322738834699671,69.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_dalgunas_veces,label_health,0.00230003454671158,False,1.3619618154386604,64.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_drara_vez,label_health,0.002606063754848321,False,1.5431765265337967,60.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_dnunca,label_health,0.011638473521115364,False,6.891703669588736,20.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_ecasi_siempre,label_brand,0.008949367814760327,False,5.299353982941602,26.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_ealgunas_veces,label_brand,0.0032335904868026314,False,1.9147654873651558,52.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_erara_vez,label_brand,0.0028479959309321294,False,1.6864362815767056,55.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_enunca,label_brand,0.008419283477192844,False,4.98546538167637,31.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_fcasi_siempre,label_discounts,0.007031369584175904,False,4.163614367260746,36.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_falgunas_veces,label_discounts,0.004530354351928835,False,2.6826421570732872,43.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_frara_vez,label_discounts,0.002161466525094424,False,1.2799089808178632,66.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die10_fnunca,label_discounts,0.00784220256720269,False,4.643747834455658,34.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die11,water,0.04441007137347037,False,26.29735345412482,4.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
"die14aceite_vegetal_(maravilla,_maiz,_pepa_de_uva)",oil,0.001634469897293734,False,0.9678487620026004,74.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die14aceite_de_oliva,oil,0.0018386987093651618,False,1.0887825297372475,70.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die14manteca,oil,0.0,False,0.0,87.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die14mantequilla,oil,0.0,False,0.0,87.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die14margarina,oil,0.0,False,0.0,87.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die14otro._especifique:,oil,0.0,False,0.0,87.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
frecsembebida,soda_frequency,0.05757768400450113,False,34.09453442672895,3.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
frecsemjugo,juice_frequency,0.03510877547980167,False,20.789605816427397,6.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
sexomujer,sex,0.0322684124154079,False,19.107689324687083,7.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
zonarural,rural,0.0033231498797437857,False,1.9677979401055339,51.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
nedu8-12,education,0.020678634447335777,False,12.244820649738488,10.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
nedu<8,education,0.005337073351906499,False,3.1603395357188853,39.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regioni._tarapaca,region,9.831295181238973e-05,False,0.05821585876741463,84.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionii._antofagasta,region,0.0005658276250648408,False,0.3350539323683004,80.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regioniii._atacama,region,0.0003161380736670276,False,0.187200659814619,81.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regioniv._coquimbo,region,0.0018321600035212165,False,1.0849106454237831,71.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionv._valparaiso,region,0.015864855440818077,False,9.394349032166089,13.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionxiii._metropolitana,region,0.015551343507486414,False,9.208703437193371,14.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionvi._l._bdo._ohiggins,region,0.012898042825922135,False,7.63755563928985,18.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionvii._maule,region,0.0020814721900085298,False,1.232540461943153,68.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionviii._biobio,region,0.008866036249862683,False,5.25000932871734,27.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionix._la_araucania,region,0.0017781530550359484,False,1.0529305163816076,73.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionxiv._los_rios,region,0.0001832775486460288,False,0.10852751026717265,82.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionx._los_lagos,region,0.001354583163820326,False,0.8021142758907966,76.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionxi._aysen,region,8.696188768984563e-05,False,0.051494344118165565,85.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
regionxii._magallanes_y_antartica,region,6.38244486591638e-05,False,0.03779354622715878,86.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
indigenasi,indigenous,0.0021284864632194543,False,1.2603798893923746,67.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
c1otro_(?cual?),born_chile,0.0001670117211639132,False,0.09889572627556802,83.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
remanentes,teeth_remaining,0.13103484893661252,False,77.59207834447302,2.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
Edad,age,0.16887658087321525,False,100.0,1.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
