encoded_column,feature,mdi,training_constant,mdi_scaled,rank,model,fold,test_weight_sum,representation
die2una_vez_al_dia,dairy_frequency,0.007374429311248329,False,2.240553192684075,16.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die2dia_por_medio,dairy_frequency,0.0018480952171119995,False,0.5615018416094247,30.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die2al_menos_una_vez_por_semana,dairy_frequency,0.0014782331885739872,False,0.4491276477678173,31.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die2al_menos_una_vez_por_mes,dairy_frequency,0.0004949491017500526,False,0.1503790657333554,36.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die2nunca,dairy_frequency,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die3enteros,dairy_type,0.006103383696861061,False,1.8543747930866141,17.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die3no_consume_lacteos,dairy_type,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die4a_diario,wholegrain,0.0006574240338508109,False,0.19974339109128056,33.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die4dia_por_medio,wholegrain,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die4al_menos_una_vez_por_semana,wholegrain,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die4al_menos_una_vez_por_mes,wholegrain,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die4nunca,wholegrain,0.013793159142722018,False,4.190738760935242,11.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die5al_menos_una_vez_por_semana,legumes,0.010815545265481206,False,3.286058276839183,14.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die5entre_una_y_tres_veces_al_mes,legumes,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die5menos_de_una_vez_al_mes_o_nunca,legumes,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die61,fruit_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die62,fruit_days,0.0037135257309586617,False,1.1282706201987365,22.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die63,fruit_days,0.00019887338628566228,False,0.06042317063132929,40.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die64,fruit_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die65,fruit_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die66,fruit_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die67,fruit_days,0.019740672129627126,False,5.997755771867101,7.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die7,fruit_portions,0.013305933429809616,False,4.042706271836928,12.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die81,vegetable_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die82,vegetable_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die83,vegetable_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die84,vegetable_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die85,vegetable_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die86,vegetable_days,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die87,vegetable_days,0.005602925641002459,False,1.7023219565168588,18.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die9,vegetable_portions,0.010419120877351508,False,3.1656137121150993,15.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_acasi_siempre,label_ingredients,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_aalgunas_veces,label_ingredients,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_arara_vez,label_ingredients,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_anunca,label_ingredients,0.0035494510382102318,False,1.0784202438292156,24.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_bcasi_siempre,label_nutrition,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_balgunas_veces,label_nutrition,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_brara_vez,label_nutrition,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_bnunca,label_nutrition,0.00352191756618509,False,1.070054822445691,25.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_ccasi_siempre,label_warnings,0.0005058271877556157,False,0.15368412559647998,35.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_calgunas_veces,label_warnings,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_crara_vez,label_warnings,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_cnunca,label_warnings,0.018312033965385673,False,5.563696448090132,8.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_dcasi_siempre,label_health,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_dalgunas_veces,label_health,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_drara_vez,label_health,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_dnunca,label_health,0.00485473817873104,False,1.475002155001987,20.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_ecasi_siempre,label_brand,0.0005848578294690179,False,0.17769579472194622,34.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_ealgunas_veces,label_brand,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_erara_vez,label_brand,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_enunca,label_brand,0.015102867295426993,False,4.588663896450678,10.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_fcasi_siempre,label_discounts,0.00021850244806163828,False,0.06638701612707128,39.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_falgunas_veces,label_discounts,0.0008737526378284575,False,0.26546993396717344,32.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_frara_vez,label_discounts,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die10_fnunca,label_discounts,0.0025725806706933412,False,0.781620325028729,29.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die11,water,0.017310556837678515,False,5.259420322958422,9.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
"die14aceite_vegetal_(maravilla,_maiz,_pepa_de_uva)",oil,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die14aceite_de_oliva,oil,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die14manteca,oil,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die14mantequilla,oil,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die14margarina,oil,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die14otro._especifique:,oil,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
frecsembebida,soda_frequency,0.05061406660071295,False,15.377936885770364,5.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
frecsemjugo,juice_frequency,0.0975791936137459,False,29.64722618702631,3.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
sexomujer,sex,0.08598982306600907,False,26.126058638193307,4.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
zonarural,rural,0.0002775381006163775,False,0.08432366101591052,37.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
nedu8-12,education,0.024188608969301133,False,7.349160560816351,6.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
nedu<8,education,0.00010268904141487072,False,0.03119973761831453,41.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regioni._tarapaca,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionii._antofagasta,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regioniii._atacama,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regioniv._coquimbo,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionv._valparaiso,region,0.004091509146364618,False,1.2431123133556112,21.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionxiii._metropolitana,region,0.011066490472853581,False,3.3623022900144566,13.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionvi._l._bdo._ohiggins,region,0.003562761760225439,False,1.0824644050041845,23.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionvii._maule,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionviii._biobio,region,0.0002363507844956288,False,0.07180982859071228,38.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionix._la_araucania,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionxiv._los_rios,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionx._los_lagos,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionxi._aysen,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
regionxii._magallanes_y_antartica,region,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
indigenasi,indigenous,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
c1otro_(?cual?),born_chile,0.0,False,0.0,42.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
remanentes,teeth_remaining,0.21646517666725112,False,65.7680373919852,2.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
Edad,age,0.32913431090712547,False,100.0,1.0,rf_complete_historical,3,2756937.4032588005,"Historical 90-term coding, complete cohort"
die1a1_vez_a_la_semana,fish,0.015755959894483796,False,8.644892085698979,15.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die1amenos_de_3_veces_al_mes,fish,0.007478433158051535,False,4.103224941826792,27.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die1amenos_de_1_vez_al_mes_o_nunca,fish,0.003878806508462204,False,2.1282018938561906,39.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die2menos_de_tres_veces_al_dia,dairy_frequency,0.017055762025860344,False,9.358060260393671,14.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die2una_vez_al_dia,dairy_frequency,0.026219377554928938,False,14.385901654643982,9.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die2dia_por_medio,dairy_frequency,0.006863484866741274,False,3.765818547531298,29.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die2al_menos_una_vez_por_semana,dairy_frequency,0.004508539392020628,False,2.473720215661806,37.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die2al_menos_una_vez_por_mes,dairy_frequency,0.00015812390528459948,False,0.08675854130811966,78.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die2nunca,dairy_frequency,0.00212660843417465,False,1.1668156396116194,49.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die3enteros,dairy_type,0.01073548081899841,False,5.890283663442465,21.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die3no_consume_lacteos,dairy_type,0.0028018244615479154,False,1.5372893987648053,44.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die4a_diario,wholegrain,0.021240911257247343,False,11.654344568692364,12.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die4dia_por_medio,wholegrain,0.00024399379312663505,False,0.13387315182863554,74.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die4al_menos_una_vez_por_semana,wholegrain,0.0021286191638614656,False,1.1679188755472554,48.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die4al_menos_una_vez_por_mes,wholegrain,0.001087681222407051,False,0.5967828589511759,60.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die4nunca,wholegrain,0.03178736379532357,False,17.44091325058746,7.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die5al_menos_una_vez_por_semana,legumes,0.012156059058590431,False,6.669718598718275,18.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die5entre_una_y_tres_veces_al_mes,legumes,0.0037174114075686784,False,2.0396485312093673,40.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die5menos_de_una_vez_al_mes_o_nunca,legumes,0.0022391192674891323,False,1.2285474553175155,47.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die61,fruit_days,0.00247056030152063,False,1.3555332293867528,46.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die62,fruit_days,0.00104496536250515,False,0.5733457594870516,63.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die63,fruit_days,0.004686624633555303,False,2.5714310314694737,34.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die64,fruit_days,0.001270215645223497,False,0.696934826698059,58.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die65,fruit_days,0.0002040279255213301,False,0.11194490278046713,75.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die66,fruit_days,0.0057239931162974,False,3.140608577392931,30.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die67,fruit_days,0.009026575990914557,False,4.952651305753673,23.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die7,fruit_portions,0.0248050627379476,False,13.609903299108097,10.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die81,vegetable_days,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die82,vegetable_days,0.000713719734703612,False,0.3915997582671288,66.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die83,vegetable_days,0.0047472237839438014,False,2.604680234888493,33.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die84,vegetable_days,0.0001743931867266376,False,0.09568507979388499,76.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die85,vegetable_days,4.725711277485967e-06,False,0.0025928768729818674,80.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die86,vegetable_days,0.00029973308132983203,False,0.1644558732037396,72.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die87,vegetable_days,0.013447275729311316,False,7.37817615080595,17.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die9,vegetable_portions,0.02036346487690057,False,11.172912188825702,13.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_acasi_siempre,label_ingredients,0.001033048147483618,False,0.5668070885007612,64.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_aalgunas_veces,label_ingredients,0.00127558954517597,False,0.6998833481134212,57.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_arara_vez,label_ingredients,0.005618716380603852,False,3.082845925970849,31.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_anunca,label_ingredients,0.011660206124443151,False,6.3976567799025785,19.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_bcasi_siempre,label_nutrition,0.0025055676330544303,False,1.374740856554168,45.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_balgunas_veces,label_nutrition,0.0006170819185722548,False,0.33857706098635654,69.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_brara_vez,label_nutrition,0.003133706054366794,False,1.719384337718894,43.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_bnunca,label_nutrition,0.010085530876892427,False,5.5336727588552,22.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_ccasi_siempre,label_warnings,0.0007446062479430762,False,0.4085463978655301,65.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_calgunas_veces,label_warnings,0.001776818204753653,False,0.9748946899375164,52.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_crara_vez,label_warnings,0.0014055878931140983,False,0.7712101156839404,54.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_cnunca,label_warnings,0.035310763580523825,False,19.374112568294223,6.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_dcasi_siempre,label_health,0.00451357692580544,False,2.4764841815667333,36.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_dalgunas_veces,label_health,0.001289276617550571,False,0.7073930945484195,55.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_drara_vez,label_health,0.004602363935056316,False,2.5251993419711787,35.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_dnunca,label_health,0.013928436371307848,False,7.642176684813526,16.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_ecasi_siempre,label_brand,0.0033930666116811226,False,1.8616888399062912,42.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_ealgunas_veces,label_brand,0.00029893533053648274,False,0.16401816775348646,73.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_erara_vez,label_brand,0.0014711421728563828,False,0.8071780718048606,53.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_enunca,label_brand,0.008649875310077087,False,4.745965279877878,25.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_fcasi_siempre,label_discounts,0.0019536178590812956,False,1.071900136935795,50.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_falgunas_veces,label_discounts,0.00781684967066286,False,4.28890542407832,26.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_frara_vez,label_discounts,0.0007018694103770126,False,0.3850977884937828,67.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die10_fnunca,label_discounts,0.0034059254827773677,False,1.8687441734889743,41.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die11,water,0.029884119646534483,False,16.396651879702652,8.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
"die14aceite_vegetal_(maravilla,_maiz,_pepa_de_uva)",oil,0.0005809156272821285,False,0.31873354225205475,70.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die14aceite_de_oliva,oil,0.0010735308335255414,False,0.5890189026025594,61.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die14manteca,oil,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die14mantequilla,oil,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die14margarina,oil,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die14otro._especifique:,oil,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
frecsembebida,soda_frequency,0.0688455384781261,False,37.7737855840573,3.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
frecsemjugo,juice_frequency,0.04250463201379695,False,23.321204126082172,4.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
sexomujer,sex,0.04207800394315673,False,23.087124218789068,5.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
zonarural,rural,0.0017807187195689543,False,0.977034802623939,51.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
nedu8-12,education,0.022919913122085495,False,12.575569935500694,11.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
nedu<8,education,0.003952258528666275,False,2.168503138108728,38.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regioni._tarapaca,region,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionii._antofagasta,region,0.0012829324262249712,False,0.7039121990810453,56.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regioniii._atacama,region,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regioniv._coquimbo,region,0.00036061095725775357,False,0.19785800619518662,71.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionv._valparaiso,region,0.007235290211021976,False,3.969818627483148,28.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionxiii._metropolitana,region,0.010760582168773849,False,5.904056131858687,20.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionvi._l._bdo._ohiggins,region,0.008798110810483073,False,4.827298306419028,24.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionvii._maule,region,0.0010669156153245945,False,0.5853893016227703,62.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionviii._biobio,region,0.004904291188548935,False,2.690859101303835,32.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionix._la_araucania,region,0.00015408457153635692,False,0.08454226222480565,79.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionxiv._los_rios,region,0.00017135895771510292,False,0.09402027596449737,77.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionx._los_lagos,region,0.0006846772305344603,False,0.3756648792675523,68.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionxi._aysen,region,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
regionxii._magallanes_y_antartica,region,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
indigenasi,indigenous,0.0012620819420729834,False,0.6924720718761255,59.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
c1otro_(?cual?),born_chile,0.0,False,0.0,81.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
remanentes,teeth_remaining,0.1822574502757353,False,100.0,1.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
Edad,age,0.17908370262348366,False,98.25864586196607,2.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
die1a1_vez_a_la_semana,fish,0.011008522671271663,False,6.518679271187018,21.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die1amenos_de_3_veces_al_mes,fish,0.00861413638898342,False,5.100847224903562,30.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die1amenos_de_1_vez_al_mes_o_nunca,fish,0.00998024028975132,False,5.909783486938325,25.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die2menos_de_tres_veces_al_dia,dairy_frequency,0.008736083140297713,False,5.173057800629183,29.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die2una_vez_al_dia,dairy_frequency,0.01228058596966892,False,7.271929539412346,19.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die2dia_por_medio,dairy_frequency,0.004553636936165139,False,2.69642890246801,42.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die2al_menos_una_vez_por_semana,dairy_frequency,0.010095750873276977,False,5.978182896097596,23.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die2al_menos_una_vez_por_mes,dairy_frequency,0.0023411368836567235,False,1.3863004991878307,63.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die2nunca,dairy_frequency,0.007839295817753797,False,4.642026607371438,35.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die3enteros,dairy_type,0.010040775312250816,False,5.945629204672829,24.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die3no_consume_lacteos,dairy_type,0.005613971687881246,False,3.3243044469830645,38.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die4a_diario,wholegrain,0.014881569994907777,False,8.812098112100086,15.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die4dia_por_medio,wholegrain,0.002499028284009122,False,1.4797956419340805,61.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
die4al_menos_una_vez_por_semana,wholegrain,0.00338414267474195,False,2.003914727100384,50.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
