model,fold,candidate,params,inner_weighted_log_loss,inner_fold_log_losses,selected
hist_gradient_boosting,5,3,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 3}",0.6834574499422629,"[0.6953471943177784, 0.6798360180251651, 0.6743001268749985]",False
hist_gradient_boosting,5,4,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 7}",0.6989038082241262,"[0.7062866978707997, 0.6954189983615031, 0.6943246422143183]",False
hist_gradient_boosting,5,5,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 15}",0.7218646900007027,"[0.7364801568772474, 0.7191105796750553, 0.709087753841513]",False
hist_gradient_boosting,5,6,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 3}",0.6785925789571094,"[0.6914385382223226, 0.6719018339660289, 0.6711868038740774]",True
hist_gradient_boosting,5,7,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 7}",0.6862155617974871,"[0.7038898069758404, 0.6802389812746691, 0.6731344291470609]",False
hist_gradient_boosting,5,8,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 15}",0.7024247998152767,"[0.7215915001668355, 0.7009810394773376, 0.6837275246525154]",False
svm,1,0,"{""C"": 0.1}",0.6825852467424468,"[0.6843909266969687, 0.6842813712876861, 0.6789629191425249]",False
svm,1,1,"{""C"": 1.0}",0.6812812008080854,"[0.6833799139028008, 0.6827494655062942, 0.6775725648003615]",True
svm,1,2,"{""C"": 10.0}",0.6848936564738419,"[0.6883482774775358, 0.6848674335237199, 0.6812244260174916]",False
svm,2,0,"{""C"": 0.1}",0.6895726759463056,"[0.6974674111850375, 0.6800991267360889, 0.6903022955706144]",False
svm,2,1,"{""C"": 1.0}",0.6895172679684974,"[0.6930826136577768, 0.6826138040478072, 0.6920561211114584]",False
svm,2,2,"{""C"": 10.0}",0.6842350527479887,"[0.6815456367420981, 0.6812908484682787, 0.6891805349036798]",True
svm,3,0,"{""C"": 0.1}",0.6836779470964977,"[0.6801353680158132, 0.6921616445569919, 0.6785032821367156]",False
svm,3,1,"{""C"": 1.0}",0.6849784358331661,"[0.6778733038766898, 0.6991829822796474, 0.6776903584262942]",False
svm,3,2,"{""C"": 10.0}",0.6802183716552825,"[0.6743140215141332, 0.6887591406402562, 0.6777499585295298]",True
svm,4,0,"{""C"": 0.1}",0.6847773237765371,"[0.6869074488947259, 0.6836551878529286, 0.6837639812642754]",True
svm,4,1,"{""C"": 1.0}",0.6895038942669522,"[0.6958679898660716, 0.6859197455493835, 0.6866978617730212]",False
svm,4,2,"{""C"": 10.0}",0.691760465302108,"[0.7020132657919975, 0.6876822337772531, 0.6856177761107551]",False
svm,5,0,"{""C"": 0.1}",0.6778998699356799,"[0.6792773142658788, 0.6770804788849438, 0.6771970765856331]",True
svm,5,1,"{""C"": 1.0}",0.6823869113962139,"[0.687155101173709, 0.6809199278314219, 0.6787276505115927]",False
svm,5,2,"{""C"": 10.0}",0.6877640520234495,"[0.6947352930517897, 0.6865934753616245, 0.6815416150154433]",False
decision_tree,1,0,"{""max_depth"": 1, ""min_samples_leaf"": 20}",0.6896345959521964,"[0.6871982790909635, 0.6947177547783704, 0.6871734635856716]",False
decision_tree,1,1,"{""max_depth"": 1, ""min_samples_leaf"": 50}",0.6896345959521964,"[0.6871982790909635, 0.6947177547783704, 0.6871734635856716]",False
decision_tree,1,2,"{""max_depth"": 1, ""min_samples_leaf"": 100}",0.6896345959521964,"[0.6871982790909635, 0.6947177547783704, 0.6871734635856716]",False
decision_tree,1,3,"{""max_depth"": 2, ""min_samples_leaf"": 20}",0.6890856403324466,"[0.6952485192312092, 0.6861763129059772, 0.6853934876979805]",False
decision_tree,1,4,"{""max_depth"": 2, ""min_samples_leaf"": 50}",0.6880570179702448,"[0.6952485192312092, 0.6861763129059772, 0.6822391590204891]",True
decision_tree,1,5,"{""max_depth"": 2, ""min_samples_leaf"": 100}",0.6905078517858662,"[0.7022745036018339, 0.6861763129059772, 0.6822391590204891]",False
decision_tree,1,6,"{""max_depth"": 3, ""min_samples_leaf"": 20}",0.7051379590935981,"[0.7104646173840733, 0.7204733301493408, 0.6841527604045122]",False
decision_tree,1,7,"{""max_depth"": 3, ""min_samples_leaf"": 50}",0.7065361062606554,"[0.7068194422849989, 0.7204733301493408, 0.6923394627460271]",False
decision_tree,1,8,"{""max_depth"": 3, ""min_samples_leaf"": 100}",0.6992219591561086,"[0.705341534148825, 0.7071741317867015, 0.6847486546025626]",False
decision_tree,1,9,"{""max_depth"": 6, ""min_samples_leaf"": 20}",0.7948998567018711,"[0.8163464424230069, 0.855320562893779, 0.7117272496447061]",False
decision_tree,1,10,"{""max_depth"": 6, ""min_samples_leaf"": 50}",0.7609297136237507,"[0.7641740259897225, 0.7725777079445489, 0.7458478032587976]",False
decision_tree,1,11,"{""max_depth"": 6, ""min_samples_leaf"": 100}",0.7197691887130653,"[0.7400668742893205, 0.7068484859021898, 0.7109371962778906]",False
decision_tree,2,0,"{""max_depth"": 1, ""min_samples_leaf"": 20}",0.6890520318849809,"[0.69924872916105, 0.6815209175611691, 0.6860347746056806]",True
decision_tree,2,1,"{""max_depth"": 1, ""min_samples_leaf"": 50}",0.6890520318849809,"[0.69924872916105, 0.6815209175611691, 0.6860347746056806]",False
decision_tree,2,2,"{""max_depth"": 1, ""min_samples_leaf"": 100}",0.6890520318849809,"[0.69924872916105, 0.6815209175611691, 0.6860347746056806]",False
decision_tree,2,3,"{""max_depth"": 2, ""min_samples_leaf"": 20}",0.690252897594578,"[0.7017185697094452, 0.6918834540850903, 0.6783606765091414]",False
decision_tree,2,4,"{""max_depth"": 2, ""min_samples_leaf"": 50}",0.690252897594578,"[0.7017185697094452, 0.6918834540850903, 0.6783606765091414]",False
decision_tree,2,5,"{""max_depth"": 2, ""min_samples_leaf"": 100}",0.6899382903364548,"[0.7017185697094452, 0.683853816789962, 0.6842505506082771]",False
decision_tree,2,6,"{""max_depth"": 3, ""min_samples_leaf"": 20}",0.7043656999458061,"[0.7291280143602149, 0.690140434248025, 0.6936182360670081]",False
decision_tree,2,7,"{""max_depth"": 3, ""min_samples_leaf"": 50}",0.7031631894652811,"[0.7291280143602149, 0.687734934150359, 0.6923248683017584]",False
