model,fold,block,repeat,n_features,brier_increase,auc_drop,n_test,test_weight_sum
spline_logistic,5,Remaining teeth,3,1,-0.0011139855728142523,-0.0035836770011784536,1005,2807410.1710247993
spline_logistic,5,Remaining teeth,4,1,0.0010119086750833839,0.01496965540060513,1005,2807410.1710247993
spline_logistic,5,Remaining teeth,5,1,0.004192043171999976,0.038635619084439576,1005,2807410.1710247993
spline_logistic,5,Food intake,1,9,0.002762271735897326,0.01896022813546827,1005,2807410.1710247993
spline_logistic,5,Food intake,2,9,0.00034901548738985877,6.166611937485911e-05,1005,2807410.1710247993
spline_logistic,5,Food intake,3,9,0.002339177855185254,0.015820347586770533,1005,2807410.1710247993
spline_logistic,5,Food intake,4,9,0.0010480718693311464,0.0041673085961529965,1005,2807410.1710247993
spline_logistic,5,Food intake,5,9,-0.0009735035745974674,-0.010943463779108376,1005,2807410.1710247993
spline_logistic,5,Label-related behaviours,1,6,0.0015537539856670946,0.0081139641432737,1005,2807410.1710247993
spline_logistic,5,Label-related behaviours,2,6,-0.0006737158956413303,-0.0035262723447666566,1005,2807410.1710247993
spline_logistic,5,Label-related behaviours,3,6,0.002285351240709055,0.01609166786285643,1005,2807410.1710247993
spline_logistic,5,Label-related behaviours,4,6,-6.830923418399415e-05,-0.003324389511809467,1005,2807410.1710247993
spline_logistic,5,Label-related behaviours,5,6,-0.0011893937419277523,-0.011887029316438147,1005,2807410.1710247993
spline_logistic,5,Beverages,1,3,-0.0010737653673315029,-0.00755341887881944,1005,2807410.1710247993
spline_logistic,5,Beverages,2,3,7.005711624216704e-05,-0.001673823724944845,1005,2807410.1710247993
spline_logistic,5,Beverages,3,3,0.0009696026098187649,0.005527004038386241,1005,2807410.1710247993
spline_logistic,5,Beverages,4,3,0.0005328123775938665,0.002401861352406276,1005,2807410.1710247993
spline_logistic,5,Beverages,5,3,0.0016464440818200476,0.00521803402302945,1005,2807410.1710247993
spline_logistic,5,Cooking fat,1,1,-7.120855704798035e-05,-0.00016179595269572022,1005,2807410.1710247993
spline_logistic,5,Cooking fat,2,1,4.0764559472578066e-05,0.0003650050217250955,1005,2807410.1710247993
spline_logistic,5,Cooking fat,3,1,-1.899310648939556e-05,-0.0002176645562892432,1005,2807410.1710247993
spline_logistic,5,Cooking fat,4,1,-4.1124949430204616e-05,-0.0006139251786446698,1005,2807410.1710247993
spline_logistic,5,Cooking fat,5,1,-1.0841233617414625e-05,0.0002566521680509304,1005,2807410.1710247993
