model,fold,feature,repeat,brier_increase,auc_drop,n_test,test_weight_sum
spline_logistic,2,oil,4,1.1391532005272653e-05,3.229311267860524e-05,1007,2574325.41285038
spline_logistic,2,oil,5,-1.2993400027250246e-05,7.4966616384619655e-06,1007,2574325.41285038
spline_logistic,3,age,1,0.0012426389694513151,0.013455814004636357,1011,2776332.157348156
spline_logistic,3,age,2,-0.001386060291696939,-0.020634116906294464,1011,2776332.157348156
spline_logistic,3,age,3,0.0006303272136167493,-0.0013130647359144154,1011,2776332.157348156
spline_logistic,3,age,4,0.005072574332775137,0.03806094110583147,1011,2776332.157348156
spline_logistic,3,age,5,0.00440460231621867,0.03552679379814072,1011,2776332.157348156
spline_logistic,3,sex,1,-0.0003200254596852081,-0.002131686474611816,1011,2776332.157348156
spline_logistic,3,sex,2,0.0011222824370047402,0.008930483029790937,1011,2776332.157348156
spline_logistic,3,sex,3,0.0008900994735350221,0.004912767434431142,1011,2776332.157348156
spline_logistic,3,sex,4,0.00039206352617071616,-4.772399115848813e-05,1011,2776332.157348156
spline_logistic,3,sex,5,0.00015030684871628064,0.0007066106674086248,1011,2776332.157348156
spline_logistic,3,region,1,0.00035064209097793175,0.0018112623475146084,1011,2776332.157348156
spline_logistic,3,region,2,0.0006380265171539723,0.004269284703542264,1011,2776332.157348156
spline_logistic,3,region,3,0.000804865187475523,0.006204764265590246,1011,2776332.157348156
spline_logistic,3,region,4,0.0006637196359024766,0.0031591635579028,1011,2776332.157348156
